Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
160.000000,-18.467500,-191.868200,77.059800,-5.770544,0.155577,-98.262549,-14.488670,1.852831,3.612155,68.329400,0.380559,4.113837,-58.214632,-1.440015,5.024783,111.365348,-6.974329,-1.523266,-13.267353,2.365685,3.492923,-11.078425,20.187824,-32.637624,-22.448085,44.361257,12.293726,0.885793,50.705905,-7.528780,4.817028,-3.169774,-43.419773,8.107639,0.235085
161.000000,-18.968800,-196.703800,77.495200,-6.772840,0.010464,-95.468777,-20.515671,5.156276,4.625202,69.551691,-4.842926,4.678544,-50.597101,-3.793267,5.940025,113.735961,-8.324275,-1.233120,-12.479766,2.793857,3.602472,-1.642555,17.515205,-32.032466,-23.876469,32.092111,11.297983,-5.102189,50.013658,-9.776895,5.901924,-14.376485,-51.777107,3.356444,-1.712055
162.000000,-19.365500,-201.543800,77.500000,-7.242004,0.192641,-93.041200,-26.047693,3.736659,3.757171,62.290768,-11.330641,1.258273,-41.567057,-6.139472,6.218998,114.482067,-9.909420,-1.370286,-11.180011,2.798612,3.317139,9.811215,14.039872,-28.324742,-23.592339,17.484265,13.087559,-8.295512,46.728031,-11.284175,4.323941,-27.459633,-57.425039,-1.487685,-11.403579
163.000000,-19.686000,-206.435300,76.993800,-7.063991,0.497032,-91.056039,-29.889948,0.371105,1.604683,49.321468,-16.384358,-4.044681,-31.727251,-8.453992,5.519818,113.693276,-12.929537,-1.287895,-9.547597,2.179474,2.570403,21.938669,11.309900,-22.239070,-22.722016,8.951262,15.913674,-6.693465,41.116597,-13.040176,2.223477,-39.347189,-58.902009,-4.250831,-26.803825
164.000000,-19.985000,-211.265700,75.983900,-6.238954,0.827281,-89.647853,-31.950590,-1.277295,1.643415,36.589085,-17.431840,-5.037502,-23.297209,-10.112934,4.245789,112.085098,-15.755480,-2.270861,-7.662336,1.042783,1.577525,31.865621,8.972748,-16.258823,-20.012614,8.356475,19.309251,-1.735432,36.085054,-15.782982,0.328190,-46.990045,-60.696055,-6.532578,-38.179902
165.000000,-20.312400,-215.837700,74.524500,-5.375392,1.095506,-88.924553,-34.534000,-1.618720,2.811389,32.885715,-13.150184,-1.882682,-19.577796,-10.450750,2.993361,110.450048,-18.234611,-3.220252,-5.752382,-0.128400,0.914326,36.126880,4.931219,-10.241277,-15.946561,6.617090,22.972743,5.558779,33.484570,-17.696203,1.421909,-46.591037,-60.462689,-7.197840,-39.139549
166.000000,-20.581700,-220.198400,72.567900,-4.334233,0.595440,-89.440402,-38.125700,-2.154780,3.943898,43.214024,-9.124983,5.481430,-20.966760,-10.884307,3.226841,110.240174,-20.055987,-3.110531,-4.402608,-1.152218,0.870667,34.315359,1.123742,-4.314429,-10.444218,2.729972,27.479056,14.071041,31.780651,-18.693378,3.321551,-39.156623,-62.244531,-5.732557,-33.750480
167.000000,-20.642600,-224.188200,70.752700,-2.501718,-0.005090,-90.626553,-40.724923,-3.547812,5.329653,55.396424,-14.633342,8.703286,-27.133448,-11.992866,4.488666,110.327378,-24.085484,-5.333435,-3.599493,-2.505373,1.307662,27.601440,-0.560467,-0.216922,-3.101879,-1.191981,27.794469,18.462476,28.130394,-18.748841,5.073026,-27.645099,-62.344454,-2.101724,-24.504259
168.000000,-20.832900,-228.179400,69.584800,-0.113897,-1.224197,-92.478672,-38.705534,-4.818174,7.332427,61.208451,-20.848273,9.834591,-36.296189,-11.377395,6.131966,107.650519,-24.646754,-7.271178,-3.266031,-4.053390,1.824126,19.091469,-0.576510,3.231195,4.642620,-3.360627,27.765363,23.031356,22.997724,-18.704837,7.386171,-15.007655,-59.066219,0.989956,-15.325303
169.000000,-21.169800,-232.126300,68.893300,1.447431,-3.119829,-94.497253,-34.409439,-5.317679,8.825956,64.862031,-26.974796,9.821356,-44.481235,-8.827790,6.147493,103.298561,-23.317090,-7.598738,-2.991585,-5.404883,2.318245,11.107589,1.511463,3.378904,7.684625,-2.179016,26.652908,23.585578,18.097101,-20.386010,9.918988,-5.512943,-60.349129,2.293665,-10.258064
170.000000,-21.647400,-235.910000,68.769800,2.345246,-4.079047,-94.963706,-30.205074,-5.989185,9.368662,66.143451,-31.154580,9.757357,-52.217712,-6.038230,5.265539,98.905464,-21.160191,-6.767033,-2.848001,-6.345049,2.646607,4.150048,7.032770,-2.698230,7.304238,5.846232,22.407577,19.609595,15.657160,-20.491091,10.934498,-2.520957,-59.815132,0.936041,-8.645589
171.000000,-22.351300,-239.597600,69.484500,1.932745,-4.717651,-93.776061,-25.345590,-6.221577,7.754525,64.932619,-33.031361,8.813867,-57.853611,-3.688359,4.676310,94.621402,-15.153760,-4.692066,-2.842673,-6.719477,2.502450,-1.130446,13.762102,-10.798134,4.941532,19.361161,16.500898,15.788425,14.950990,-19.810761,11.126611,-4.508261,-59.890304,-0.299485,-11.620386
172.000000,-23.274800,-243.203100,70.964100,0.805693,-5.356063,-91.166964,-20.126002,-6.280362,4.139735,62.238228,-31.585444,7.306301,-60.776040,-2.996741,6.112715,91.674279,-10.965553,-3.780433,-2.736103,-6.598927,2.078233,-3.215668,17.063543,-17.035468,0.605903,31.296674,11.053502,13.434199,14.982044,-19.008104,12.190078,-9.375308,-59.154856,-2.554475,-13.480837
173.000000,-24.340300,-246.741900,73.440800,-1.605043,-5.849372,-87.196475,-16.941503,-4.990176,-0.557774,61.838934,-24.380386,6.119361,-60.676517,-2.476266,9.778098,90.235352,-8.523779,-3.141241,-2.651821,-5.952287,1.657452,-1.538449,16.770074,-21.474745,-4.729423,35.949950,7.219268,11.026974,14.896673,-18.104607,13.925567,-15.997325,-59.198229,-4.397738,-15.934128
174.000000,-25.555800,-250.124000,75.663000,-4.537750,-5.503106,-80.847377,-19.256137,-2.153233,-3.396952,66.042553,-11.220233,8.082200,-57.348835,-2.863185,14.913175,89.460599,-7.694365,-3.447659,-2.749281,-4.934484,1.540741,2.454265,15.655613,-25.416694,-10.351743,36.258947,5.787790,8.170550,13.847702,-17.007106,16.032849,-22.662945,-57.446639,-6.105897,-19.698518
175.000000,-26.759900,-253.412800,77.165400,-8.268619,-4.207215,-72.593773,-24.027329,4.589507,-0.815720,69.490441,-5.957099,10.199394,-51.364979,-4.565041,19.189904,89.592035,-8.014935,-2.174661,-2.850064,-3.582247,1.513124,6.907235,15.990221,-29.315099,-15.636076,38.476465,4.653162,5.779024,13.113170,-16.114782,16.967572,-27.235434,-57.211268,-7.518868,-23.663272
176.000000,-27.790900,-256.661700,78.144300,-11.692041,-2.334190,-63.702141,-27.930203,9.458387,4.314544,65.961594,-7.870950,9.666944,-43.369124,-7.034260,21.511529,90.434341,-8.758978,-1.680084,-2.787210,-2.173057,1.330523,12.250640,17.390931,-32.539190,-19.853790,39.932007,4.638323,3.243571,13.536987,-15.783211,15.782122,-29.253162,-57.245760,-7.830500,-27.517215
177.000000,-28.597200,-259.889800,78.629200,-14.416893,0.311136,-54.434210,-31.020623,8.245608,9.161251,57.902656,-8.998646,5.210134,-34.744447,-10.576457,20.368936,91.630562,-10.427374,-2.006154,-2.672332,-1.023303,0.943089,17.328134,19.371359,-34.599317,-23.390773,38.625663,5.535403,0.441693,15.635216,-16.085733,12.167446,-27.561562,-57.870857,-5.546231,-30.127725
178.000000,-29.189900,-263.066800,78.638000,-15.962007,3.873798,-44.875142,-32.716921,6.954562,17.881497,50.071527,-6.538709,0.471831,-26.412953,-15.075093,15.400017,92.847009,-12.406026,-2.448306,-2.731576,-0.122498,0.331513,21.161623,21.454691,-34.527296,-25.679854,35.434632,6.916288,-1.732510,19.205774,-16.889192,6.837048,-22.573563,-58.394025,-1.595630,-26.908734
179.000000,-29.644200,-266.172100,78.218200,-17.091041,8.136243,-35.377217,-31.813081,8.514554,31.843791,44.029744,-2.637210,1.468720,-18.163793,-17.947445,7.254734,93.727587,-14.665886,-2.667863,-2.896015,0.758367,-0.642859,22.358417,22.642146,-31.760368,-26.439539,32.095033,9.069865,-1.476570,23.046826,-17.197787,0.810220,-15.858039,-59.011616,3.105145,-24.140316
180.000000,-29.995400,-269.156700,77.343500,-18.488414,11.831698,-26.874737,-29.264851,9.614518,41.711614,39.098182,-1.923763,13.556697,-10.567061,-17.638448,-1.853748,94.632173,-15.917054,-1.115320,-2.561465,1.612303,-1.612246,20.574055,23.374501,-27.743820,-25.149811,30.423830,11.791643,0.384856,26.808581,-17.645897,-2.584498,-7.364284,-59.101742,7.168218,-19.805088
181.000000,-30.295500,-271.856400,75.790400,-19.836033,14.591953,-19.699002,-29.663629,9.583750,36.840327,40.072496,-13.892851,14.167470,-5.054003,-15.147056,-9.016580,96.824539,-18.033159,2.881978,-1.325824,1.990685,-2.024890,17.728747,22.985692,-23.448584,-22.974920,31.558916,14.437620,3.824665,29.448426,-17.650423,-2.779762,3.389389,-57.704012,10.122560,-14.262638
182.000000,-30.621000,-274.162700,73.787200,-19.565559,16.880725,-12.898746,-33.947692,7.164723,27.024471,45.822128,-25.480407,14.194113,-3.390592,-12.481714,-12.827322,101.397258,-19.908393,4.484369,0.129374,1.768262,-1.741906,12.949648,19.245137,-19.464981,-18.615972,32.026221,16.638064,7.584414,30.220201,-17.429433,-1.319579,15.261361,-55.443980,13.909295,-8.173243
183.000000,-30.962500,-276.076900,71.948200,-17.360551,18.848387,-7.008844,-37.981659,3.912500,21.288018,51.693341,-31.385368,14.195087,-5.921290,-10.870327,-13.093976,107.173360,-21.877706,6.720107,1.658885,1.026683,-1.215301,7.423585,13.518939,-15.283993,-12.812597,34.022406,19.109116,10.635013,28.556847,-17.799278,1.776284,26.954398,-55.219323,16.840834,-0.779337
184.000000,-31.277000,-277.741000,70.307800,-15.122424,19.226979,-2.140285,-39.498507,1.213353,17.784667,55.162715,-35.828025,14.193024,-10.193664,-10.859899,-11.778122,111.437426,-22.578032,6.591822,3.087841,0.056264,-0.397976,4.332821,8.697843,-12.512138,-9.135927,35.437096,17.545687,10.265799,24.953859,-16.804909,3.693286,35.537249,-55.185691,18.995499,4.641531
185.000000,-31.500600,-279.130500,69.631500,-13.112904,19.290502,2.319566,-40.219575,-1.366619,15.148718,57.268793,-37.655646,14.193482,-16.253552,-12.121438,-10.111215,113.994480,-22.197130,5.458626,3.977187,-0.695399,0.416884,2.636866,8.109645,-13.385784,-8.346906,39.671254,12.120120,5.656927,20.986126,-15.892589,3.886086,38.514280,-54.920125,19.785722,4.766207
186.000000,-31.585300,-280.300900,69.591100,-11.531609,19.280002,7.415675,-40.144288,-3.808622,12.363971,58.063314,-37.582307,14.193425,-21.821842,-14.818064,-9.957090,114.169060,-21.528488,3.894394,3.884883,-1.237188,0.898856,1.003822,11.170442,-17.101816,-9.485316,45.211928,5.521480,0.493546,18.398133,-15.437603,3.442617,35.757093,-54.401884,19.213452,0.688982
187.000000,-31.509100,-281.155200,70.386100,-10.331984,19.296034,12.873128,-38.195888,-6.207654,9.424010,55.324919,-35.650179,14.192623,-26.412094,-16.951644,-11.233239,112.113230,-21.065710,3.480547,3.131787,-1.431707,0.946011,-0.603668,14.965658,-21.505226,-11.406788,47.356910,1.282050,-3.416032,18.211922,-15.724941,4.062786,28.866015,-54.847875,15.587603,-5.134160
188.000000,-31.295900,-281.647500,71.948900,-9.774371,19.290932,18.073181,-34.486101,-8.341062,5.787733,49.278266,-31.532102,14.189701,-29.218155,-18.609268,-12.705855,108.092499,-20.316682,3.214981,2.177583,-1.095438,0.633290,-1.308521,18.353041,-25.741561,-12.833854,46.418176,0.556514,-5.303756,20.103427,-15.706320,4.465461,20.735629,-54.523810,12.914297,-8.646506
189.000000,-30.998000,-281.901500,74.131700,-9.820593,19.440673,22.965915,-30.160785,-10.045784,2.047923,42.133941,-24.042398,14.160365,-30.128871,-19.004093,-13.197166,102.901501,-18.691717,4.372642,1.177256,-0.296448,0.126337,-1.327257,21.306868,-29.104594,-13.999937,45.917640,0.812626,-4.673101,23.108935,-15.687871,5.358015,12.216549,-53.551558,9.972502,-10.715686
190.000000,-30.705300,-281.956300,75.800000,-10.122943,20.064517,28.094142,-27.456940,-11.470099,-1.015568,37.265748,-17.162779,13.435345,-29.486012,-18.196452,-13.225012,97.024730,-16.669863,4.321190,-0.190222,0.492343,-0.407029,-0.160829,23.631702,-31.144381,-15.865029,44.958795,1.932357,-3.621380,25.858330,-15.625648,6.897094,4.560629,-51.527412,7.331568,-12.254994
191.000000,-30.260400,-282.117000,77.449200,-10.628517,20.874070,33.788156,-26.507892,-11.169640,-5.136853,36.451575,-13.790636,-0.514917,-27.071740,-17.452524,-13.137120,90.966217,-14.793770,3.558870,-1.530714,0.771087,-0.843394,1.570305,25.421851,-31.564761,-18.617290,44.539562,2.838318,-2.167327,28.608929,-16.188120,9.477581,-1.665817,-50.931021,5.143041,-13.649803
192.000000,-29.762500,-282.042800,78.384000,-10.830813,21.769800,40.020911,-28.032648,-8.324045,-5.660135,40.523529,-15.259871,-7.921142,-24.428285,-15.949369,-11.937690,85.901557,-13.742221,2.742864,-2.793227,0.704967,-1.079968,4.214276,26.081726,-30.536244,-21.746670,44.448290,3.950086,-1.011901,31.164893,-16.977141,12.001059,-6.780497,-50.672731,3.525524,-16.322250
193.000000,-29.248300,-281.733800,78.724700,-10.522109,22.211265,46.188333,-30.735232,-4.044223,-3.503408,47.062123,-18.704035,-4.075678,-21.416589,-14.506489,-10.009515,81.244499,-13.331009,2.009019,-3.611983,0.339649,-1.103574,7.962681,25.214268,-28.800297,-24.786727,43.757532,4.974019,-1.106382,34.069274,-17.068986,13.477171,-9.780733,-47.325856,1.414404,-19.309766
194.000000,-28.742000,-281.184900,78.537900,-10.126871,22.299563,51.439472,-33.421660,-0.392591,-2.507664,53.067752,-19.692903,3.683431,-18.778806,-12.839526,-6.919210,77.197469,-13.537446,0.888486,-3.852912,-0.251013,-0.961996,11.630814,23.250627,-26.200329,-25.731936,45.491646,6.029063,-1.314824,35.744144,-16.376280,13.574573,-10.519333,-45.469186,1.175079,-21.972760
195.000000,-28.257700,-280.368900,77.829200,-9.840294,22.111059,55.301988,-35.019753,0.256112,-5.298026,56.473872,-17.155961,7.095509,-17.016503,-11.478636,-3.001153,74.005120,-13.798313,-1.187340,-3.632495,-0.915071,-0.752064,15.221139,20.690136,-23.032789,-25.738754,47.521807,8.147460,-1.154682,34.542422,-15.702539,13.548389,-7.560465,-42.799718,3.661372,-23.036341
196.000000,-27.821000,-279.329800,76.540400,-9.661836,21.706973,57.588338,-33.730140,-1.689481,-10.367270,56.422592,-16.101718,4.254670,-16.706991,-10.938910,1.302791,72.478130,-14.516230,-2.814311,-3.346532,-1.492326,-0.642687,17.831936,17.144960,-20.504727,-23.506568,48.696199,10.785759,0.424906,32.081511,-15.777252,13.238362,-2.323917,-41.659819,6.542548,-23.605861
197.000000,-27.419700,-278.228000,75.125900,-9.403021,21.618523,59.408785,-31.322170,-3.695979,-13.965846,56.615048,-23.974502,4.854041,-18.531747,-11.716586,4.353792,72.401640,-16.202960,-4.633968,-3.160263,-1.884344,-0.552274,16.291597,13.716724,-19.858087,-18.246070,48.572325,14.125530,1.333846,29.110439,-15.851336,12.287767,4.153486,-42.108846,9.407566,-23.664819
198.000000,-26.978800,-277.186200,73.628200,-8.602819,21.919336,62.087540,-31.422323,-4.078772,-13.243690,59.049890,-30.267183,6.136722,-22.638193,-12.902265,6.132310,74.158672,-18.198515,-5.936759,-3.382915,-2.154264,-0.185524,8.010294,10.656786,-22.703166,-11.496398,44.788913,16.739077,0.709837,27.454361,-15.033095,8.696010,9.919103,-43.680125,11.190553,-24.420034
199.000000,-26.469800,-276.003500,72.409400,-7.759548,22.882729,66.112099,-32.393200,-5.352801,-14.276561,61.664583,-34.243739,7.230097,-28.487118,-13.434944,7.256797,78.006370,-19.045289,-6.388995,-3.965212,-2.530010,0.387721,-6.127096,11.011848,-29.094969,-4.858969,45.808319,13.751274,-2.678979,28.431369,-10.947218,0.314153,12.335953,-41.750575,12.106426,-27.648537
200.000000,-25.842300,-274.517700,71.686400,-7.610420,23.449160,69.450655,-31.597935,-6.110137,-16.414553,62.347778,-37.637368,8.070168,-36.103217,-12.285361,8.530196,84.806233,-19.951250,-6.448697,-5.040596,-2.786466,0.950537,-21.431028,12.068382,-35.110395,-0.661938,51.476935,9.284896,-4.280396,31.445700,-6.588213,-8.987473,9.405274,-39.492606,10.090589,-31.986171
201.000000,-25.114500,-272.634100,71.713800,-8.494116,23.217072,69.863182,-28.051842,-4.658204,-16.831323,59.314883,-39.751984,8.917114,-45.105931,-10.848612,9.172195,92.742329,-20.469949,-6.067910,-6.719305,-2.527489,1.335794,-33.354337,12.939278,-37.698789,0.270264,54.272453,5.622779,-4.457669,34.933008,-5.733073,-16.161822,3.027967,-41.590834,5.562217,-35.387249
202.000000,-24.259800,-270.280600,72.557500,-9.843058,22.429014,68.418405,-22.234888,-2.466927,-16.582888,53.172431,-38.353566,9.808464,-53.816780,-8.783328,8.507163,101.076573,-21.271631,-6.507884,-8.440413,-1.705753,1.399392,-40.919500,16.019212,-38.711206,-0.199962,56.485044,4.654824,-3.338109,37.890730,-6.015083,-22.856948,-4.164372,-43.619850,2.382359,-37.039372
203.000000,-23.357600,-267.434100,74.184600,-12.071948,21.119260,66.374436,-15.347018,0.700326,-15.025761,45.578220,-31.205803,11.465573,-60.065801,-6.554809,6.138097,109.585799,-21.982156,-5.371766,-9.981784,-0.266139,1.212207,-43.520327,20.010723,-38.974537,-2.185662,54.453909,5.328221,-2.107281,40.071981,-7.348012,-27.502776,-11.014541,-43.149566,0.331055,-38.068576
204.000000,-22.389300,-264.266100,76.349400,-14.297240,19.856445,65.496719,-11.482361,4.364105,-10.945213,41.675518,-15.542454,13.030034,-62.362560,-5.222510,2.664254,117.738702,-22.749404,-4.592543,-11.284117,1.453307,1.338716,-42.421795,24.218582,-39.468943,-5.512484,49.988906,6.119762,-1.933675,42.312819,-10.594563,-29.856716,-15.915736,-43.992101,-1.184819,-38.056029
205.000000,-21.322700,-261.014800,78.228400,-15.563718,19.101261,66.659570,-12.189620,6.176141,-8.386555,44.372029,1.904970,9.846165,-59.915285,-5.007479,-0.619826,124.744543,-24.724103,-4.209063,-11.957515,2.833849,1.678423,-38.799098,26.755467,-39.728550,-9.617612,45.548827,7.350418,-0.642801,44.731617,-13.628718,-30.043787,-18.426552,-46.518386,0.381303,-37.205759
206.000000,-20.250800,-257.600200,79.404600,-15.100591,18.845683,69.712483,-16.667571,6.351352,-7.323260,50.849890,6.725264,5.191170,-52.054763,-6.361092,-2.844392,129.486800,-28.166548,-3.236639,-11.981292,3.499798,1.938889,-33.882432,27.762441,-40.542264,-13.287178,43.310453,8.935678,0.257487,46.672340,-15.275742,-26.759077,-20.370655,-45.106618,0.800307,-33.115414
207.000000,-19.229300,-254.049000,80.105200,-14.091907,18.872617,73.473927,-22.177076,6.264778,-6.510176,53.636183,1.668109,3.118609,-41.561499,-7.911860,-4.087023,131.970343,-30.693292,-2.097885,-11.584920,3.575142,1.953385,-27.191488,27.573823,-40.967055,-16.386822,41.533023,9.726990,1.017745,48.478303,-17.095915,-21.875586,-22.434449,-45.563609,1.673381,-29.351768
208.000000,-18.269600,-250.361400,80.343300,-12.414566,19.089800,76.779205,-27.444392,4.217542,-6.559164,50.075022,-5.061681,1.387417,-30.591936,-8.315795,-5.335612,130.830100,-32.233173,-1.915226,-10.625159,3.025332,1.772445,-18.871568,27.293475,-40.250056,-18.411999,40.820722,10.694945,1.475825,48.501049,-18.451246,-14.535595,-25.635908,-44.867981,0.205577,-23.758096
209.000000,-17.378600,-246.542300,80.009400,-10.438574,19.539340,79.221722,-32.266176,0.501510,-7.635465,43.141889,-13.327342,0.336785,-20.552798,-8.386612,-6.629122,126.710247,-34.047902,-1.788087,-9.192879,2.099317,1.392746,-9.159361,26.582377,-37.766456,-19.907762,41.057468,11.682438,2.561866,46.551732,-19.683163,-6.791498,-28.948062,-45.723751,-1.260049,-19.858316
210.000000,-16.496900,-242.600700,79.082100,-8.601343,20.273572,81.168711,-37.137749,-2.305639,-7.154238,37.063952,-17.987781,0.406685,-13.595716,-8.268755,-7.986802,119.921212,-33.740797,-3.172181,-7.616729,0.975117,0.942401,0.987665,26.197407,-33.696106,-20.851940,42.359629,13.269359,3.965957,43.443608,-20.885228,0.794578,-31.234909,-47.616689,-3.492579,-17.580694
211.000000,-15.568000,-238.572700,77.623200,-7.402908,20.761472,82.489803,-41.111842,-2.701496,-3.403255,35.238279,-19.994050,2.425216,-9.824622,-6.901391,-9.532986,111.059962,-33.664193,-5.431353,-6.080285,-0.101585,0.678554,8.778172,26.491850,-29.461834,-20.716836,44.624875,14.316611,2.898708,40.080575,-20.664239,7.083363,-31.506262,-50.756326,-4.449361,-17.951111
212.000000,-14.629500,-234.504900,75.634400,-6.609449,20.508873,83.213509,-43.377718,-2.778616,-1.039059,38.638669,-18.758466,4.726615,-9.886902,-6.372093,-11.037574,101.968726,-32.678934,-7.897077,-4.819263,-1.024907,0.700670,10.520651,26.031478,-26.209496,-18.668168,46.150891,17.512283,-0.872557,39.163728,-18.359344,10.553883,-27.906139,-52.968573,-2.655144,-19.271034
213.000000,-13.850500,-230.718300,73.871800,-5.911782,19.801191,83.469636,-44.694833,-3.720559,-0.576739,48.612031,-24.151833,8.198396,-13.796766,-8.156455,-12.482115,95.432423,-30.667623,-9.509667,-4.208375,-1.793988,1.076473,4.565385,24.580176,-25.480923,-15.578665,50.419541,19.583010,-0.624467,40.196370,-15.343008,10.013182,-20.831141,-56.071598,4.257993,-17.273131
214.000000,-13.059500,-226.819500,71.895900,-4.852759,19.673636,83.992426,-45.564182,-4.769415,0.174408,57.459302,-31.121291,8.609837,-22.763384,-10.649051,-12.638761,93.620502,-30.528853,-10.473783,-4.600679,-2.690495,1.782987,-5.649880,20.810629,-26.010909,-12.781084,50.922483,21.185859,1.061633,41.399868,-12.206293,6.811723,-11.868420,-55.232329,10.540361,-15.377901
215.000000,-12.147200,-222.771800,70.601800,-4.011965,18.962638,83.566642,-43.053882,-4.697853,1.237016,61.752761,-36.889716,8.290012,-35.440476,-10.596683,-9.479930,94.419720,-28.509864,-8.796736,-5.868119,-3.592560,2.665801,-18.099278,18.253691,-27.993515,-9.933942,53.317619,22.293444,1.015625,41.525288,-10.065379,2.443379,-1.663239,-49.529337,15.899006,-12.816493
216.000000,-11.084000,-218.455700,70.126900,-3.949236,17.610362,82.123063,-37.473388,-3.284996,2.258199,62.306467,-41.438313,7.439742,-47.865754,-8.158804,-5.559811,96.868657,-26.874242,-8.485562,-7.498585,-4.103524,3.354553,-29.126940,17.568891,-30.150472,-8.929089,56.793525,19.146531,2.391125,42.576207,-10.440265,-1.536386,6.519171,-44.902416,19.357265,-10.425368
217.000000,-9.903200,-213.822500,70.492400,-4.828910,16.421811,81.294947,-30.195277,-1.511978,1.936655,59.384096,-43.799759,6.268789,-58.578059,-6.314167,-3.907057,101.774207,-25.482699,-9.051014,-9.175862,-3.772870,3.651747,-37.475565,17.390701,-31.747133,-8.815701,57.903229,16.926720,2.542901,46.025929,-12.227836,-3.651517,9.020991,-44.680739,18.272312,-11.537823
218.000000,-8.673400,-208.865000,71.910600,-6.787061,14.739835,80.959072,-20.582191,1.042439,0.730808,52.411486,-41.347442,5.310001,-65.282926,-5.380016,-3.988531,108.584268,-25.244578,-8.599466,-10.897199,-2.471052,3.698156,-41.700040,17.986749,-34.719753,-10.413336,56.706206,14.749653,4.145923,51.383256,-11.867904,-6.187772,7.478417,-42.201837,15.717149,-13.395008
219.000000,-7.417200,-203.580200,74.573700,-9.573738,13.006564,80.938574,-10.706633,4.498979,-0.141177,44.503122,-31.599998,5.187732,-68.469259,-5.227896,-4.518689,116.812802,-24.914554,-8.698645,-12.610056,-0.507526,3.656559,-42.023017,19.576421,-38.213363,-12.942257,53.270407,13.758550,4.934599,56.055326,-11.508602,-6.848736,4.296209,-40.361439,12.767276,-15.222228
220.000000,-6.157900,-198.291100,77.040100,-11.816900,11.543941,81.567633,-5.715540,8.495990,1.525901,42.410565,-13.119416,6.642472,-67.717825,-4.899534,-4.645026,124.362208,-26.098915,-8.963294,-13.993807,1.401627,3.662461,-40.064246,21.779959,-42.045018,-16.185771,49.814326,12.015269,6.081145,58.716772,-11.983699,-6.220717,0.967210,-39.919402,10.387324,-16.317953
221.000000,-4.864200,-193.110600,78.678200,-12.329243,10.651636,82.784124,-7.029619,11.240573,3.668763,47.904715,1.062779,9.117707,-62.183912,-5.236949,-4.252149,129.552289,-28.641645,-9.306382,-14.538403,2.559574,3.651747,-36.274474,23.644077,-45.398254,-19.278426,47.672037,11.006462,6.487716,58.970764,-12.671592,-4.559082,-2.487783,-39.323984,10.763241,-15.545319
222.000000,-3.707300,-187.998200,79.734100,-12.424450,10.491527,84.404979,-12.267886,13.025565,4.658261,54.634161,1.607433,11.023651,-53.342715,-5.705227,-4.107363,131.887493,-30.172416,-9.191733,-14.266191,3.119755,3.574283,-29.879692,24.640852,-46.984716,-22.064433,46.156449,8.946335,8.369252,58.036213,-13.917832,-1.080598,-7.867742,-40.506913,8.805273,-13.585116
223.000000,-2.736600,-182.863800,80.360100,-11.745711,10.732854,85.836970,-18.627545,11.993382,4.823331,55.449996,-1.722368,12.615900,-42.324622,-6.311474,-4.743632,130.734244,-31.961247,-9.821757,-13.142735,3.186963,3.304649,-20.920809,25.618948,-45.472738,-23.484050,48.056835,6.915200,9.708311,56.019860,-16.075305,2.557512,-16.655367,-42.932816,5.438401,-12.294528
224.000000,-1.908100,-177.665400,80.523600,-10.556207,11.161284,86.777360,-24.456703,7.275934,2.429456,49.330520,-7.963941,7.857830,-30.829885,-7.070643,-6.403777,125.831387,-33.677542,-10.049451,-11.362040,2.704705,2.757359,-8.273224,24.533423,-40.343104,-23.897955,50.106592,4.797490,10.877546,52.058601,-17.914671,5.508187,-27.388414,-46.568463,3.104686,-14.213135
225.000000,-1.171800,-172.362500,80.127600,-9.259538,11.876557,87.484580,-29.548293,0.164095,-4.429709,40.261916,-14.650989,2.093416,-20.219852,-8.432220,-8.846869,118.247775,-34.584248,-10.725541,-9.085449,1.701799,1.985356,6.377822,21.817030,-32.606799,-24.155099,53.601520,6.154942,12.164868,46.374574,-19.574416,8.839707,-36.830758,-48.377004,0.779337,-16.978286
226.000000,-0.439300,-166.991700,79.231400,-7.954688,12.620001,88.192803,-33.592917,-4.668861,-9.556650,32.755138,-17.689442,-3.350199,-11.745176,-9.743262,-11.945654,108.671473,-35.235357,-11.571456,-6.684355,0.455788,1.165453,20.340231,17.600748,-25.037683,-24.900173,55.501562,8.515814,14.129426,39.786476,-22.184811,11.548595,-42.188086,-49.958196,0.546602,-19.658640
